show,type,genre,opening,closing,performances 
Late Nite Comic,Original,Musical,"Oct 15, 1987","Oct 17, 1987",4
Late One Evening,Original,Play,"Jan 09, 1933","Jan 14, 1933",8
Late Wisdom,Original,"Play, Comedy","Apr 23, 1934",Apr 1934,2
Latinologues,Original,"Play, Monologue","Oct 13, 2005","Dec 31, 2005",93
Laugh Time,Original,"Musical, Vaudeville","Sep 08, 1943","Nov 20, 1943",126
"Laugh, Clown, Laugh!",Original,"Play, Drama","Nov 28, 1923",Mar 1924,133
"Laugh, Town, Laugh!",Original,"Musical, Revue","Jun 22, 1942","Jul 25, 1942",65
Laughs and Other Events,Original,"Musical, Revue","Oct 10, 1960","Oct 15, 1960",8
Laughter on the 23rd Floor,Original,"Play, Comedy","Nov 22, 1993","Aug 27, 1994",320
Launcelot and Elaine,Original,"Play, Drama","Sep 12, 1921",Oct 1921,32
Launcelot and Elaine,Revival,"Play, Drama","Mar 08, 1930",Mar 1930,25
Launzi,Original,"Play, Drama","Oct 10, 1923",Oct 1923,13
Laura,Original,"Play, Drama","Jun 26, 1947","Aug 02, 1947",44
Laurie Anderson on Broadway (The Nerve Bible),Original,Special,"Apr 06, 1995","Apr 09, 1995",4
Lawful Larceny,Original,"Play, Comedy","Jan 02, 1922","Jul 15, 1922",190
Lazybones,Original,Play,"Sep 22, 1924",Nov 1924,79
Le Barbier de Seville,Original,"Play, Comedy","Nov 08, 1955","Nov 13, 1955",8
Le Chien du Jardinier,Original,Play,"Feb 18, 1957","Feb 23, 1957",8
Le Jeu de l'Amour et du Hasard,Original,"Play, Comedy","Nov 15, 1955","Nov 20, 1955",8
Le Malade Imaginaire,Original,"Play, Comedy","Apr 29, 1958","May 04, 1958",8
Le Mariage Force,Original,"Play, Farce","May 06, 1958","May 11, 1958",8
Le Misanthrope,Revival,"Play, Comedy","Feb 07, 1957","Feb 09, 1957",5
Le Proces,Original,Play,"Nov 17, 1952","Nov 19, 1952",4
Le Roi Carotte,Original,"Musical, Opera","Aug 26, 1872","Nov 23, 1872",92
Le Triomphe de l'Amour,Original,"Play, Comedy","Oct 16, 1958","Oct 18, 1958",4
Leader of the Pack,Original,"Musical, Revue","Apr 08, 1985","Jul 21, 1985",120
Leaf and Bough,Original,Play,"Jan 21, 1949","Jan 22, 1949",3
Leah Kleschna,Original,"Play, Drama","Dec 12, 1904",Apr 1905,131
Leah Kleschna,Original,"Play, Drama","Sep 25, 1905",Oct 1905,24
Leah Kleschna,Revival,"Play, Drama","Apr 21, 1924",May 1924,32
Lean Harvest,Original,"Play, Drama","Oct 13, 1931","Nov 07, 1931",31
Leap of Faith,Original,Musical,"Apr 26, 2012","May 13, 2012",19
Leave Her To Heaven,Original,"Play, Drama","Feb 27, 1940","Mar 09, 1940",15
Leave It to Jane,Original,"Musical, Comedy","Aug 28, 1917","Jan 19, 1918",167
Leave It to Me!,Original,"Musical, Comedy","Nov 09, 1938","Jul 15, 1939",291
Leda Had a Little Swan,Original,"Play, Comedy",<em>Never Officially Opened</em>,"Apr 10, 1968",0
Legal Murder,Original,"Play, Melodrama","Feb 15, 1934",Feb 1934,7
Legally Blonde,Original,"Musical, Comedy","Apr 29, 2007","Oct 19, 2008",595
Legend of Lovers,Original,Play,"Dec 26, 1951","Jan 12, 1952",22
Legend of Sarah,Original,Play,"Oct 11, 1950","Nov 04, 1950",29
Legs Diamond,Original,Musical,"Dec 26, 1988","Feb 19, 1989",64
Lena Horne: &#34;The Lady and Her Music&#34;,Original,"Special, Concert","May 12, 1981","Jun 30, 1982",333
Lend an Ear,Original,"Musical, Revue","Dec 16, 1948","Jan 21, 1950",460
Lend Me Your Ears!,Original,"Play, Comedy","Oct 05, 1936",Oct 1936,8
Lennon,Original,Musical,"Aug 14, 2005","Sep 24, 2005",49
Lenny,Original,Play,"May 26, 1971","Jun 24, 1972",453
Leonard Sillman's New Faces of 1952,Original,"Musical, Revue","May 16, 1952","Mar 28, 1953",365
Leonard Sillman's New Faces of 1968,Original,"Musical, Revue","May 02, 1968","Jun 15, 1968",52
Les Adieux,Original,"Play, Revue","Feb 18, 1957","Feb 23, 1957",8
Les Blancs,Original,Play,"Nov 15, 1970","Dec 19, 1970",40
Les Colombaioni,Original,"Special, Clowning","Nov 11, 1980","Nov 16, 1980",8
Les Fausses Confidences,Original,"Play, Comedy","Nov 12, 1952","Dec 20, 1952",13
Les Fourberies de Scapin,Original,"Play, Comedy","Nov 20, 1952","Dec 13, 1952",12
Les Liaisons Dangereuses,Original,"Play, Drama","Apr 30, 1987","Sep 06, 1987",149
Les Liaisons Dangereuses,Revival,"Play, Drama","May 01, 2008","Jul 06, 2008",77
Les Liaisons Dangereuses,Revival,Play,"Oct 30, 2016","Jan 08, 2017",81
Les Mis&#233;rables,Original,"Musical, Drama","Mar 12, 1987","May 18, 2003",6680
Les Mis&#233;rables,Revival,"Musical, Drama","Nov 09, 2006","Jan 06, 2008",463
Les Mis&#233;rables,Revival,"Musical, Drama","Mar 23, 2014","Sep 04, 2016",1024
Les Nuits de la Colere,Original,"Play, Farce","Feb 11, 1957","Feb 13, 1957",4
Les Trois Maries,Original,Play,"Feb 05, 1933",Feb 1933,2
Les Trois Rois,Original,Play,"Feb 05, 1933",Feb 1933,2
Let 'Em Eat Cake,Original,"Musical, Comedy","Oct 21, 1933","Jan 06, 1934",90
Let Freedom Ring,Original,Play,"Nov 06, 1935",Feb 1936,108
Let Freedom Sing,Original,"Musical, Revue","Oct 05, 1942","Oct 11, 1942",8
Let George Do It,Original,"Musical, Comedy","Apr 22, 1912","May 04, 1912",17
Let It Be,Original,"Special, Concert","Jul 24, 2013","Sep 01, 2013",46
Let It Ride!,Original,"Musical, Comedy","Oct 12, 1961","Dec 09, 1961",68
Let Me Hear You Smile,Original,"Play, Comedy","Jan 16, 1973","Jan 16, 1973",1
Let My People Come,Original,"Musical, Revue",<em>Never Officially Opened</em>,"Oct 02, 1976",0
Let Us Be Gay,Original,"Play, Comedy","Feb 19, 1929",Dec 1929,353
Let's Face It!,Original,"Musical, Comedy","Oct 29, 1941","Mar 20, 1943",547
Let's Go,Original,"Musical, Revue","Mar 09, 1918","Mar 30, 1918",25
Let's Make an Opera,Original,Special,"Dec 13, 1950","Dec 16, 1950",5
Let's Sing Yiddish,Original,Musical,"Nov 09, 1966","Jan 28, 1967",107
Letters to Lucerne,Original,Play,"Dec 23, 1941","Jan 10, 1942",23
Lettice and Lovage,Original,"Play, Comedy","Mar 25, 1990","Dec 23, 1990",286
Letty,Original,"Play, Drama","Sep 12, 1904",Nov 1904,64
Letty Pepper,Original,"Musical, Comedy","Apr 10, 1922","May 06, 1922",32
Lew Dockstader's Minstrels,Original,"Musical, Minstrel","Jan 04, 1904",Feb 1904,32
Lew Dockstader's Minstrels,Original,"Musical, Minstrel","Oct 31, 1904",Nov 1904,24
Lew Dockstader's Minstrels,Original,"Musical, Minstrel","Dec 17, 1906",Jan 1907,26
Lew Leslie's Blackbirds,Original,"Musical, Revue","Oct 22, 1930",Dec 1930,57
Lew Leslie's Blackbirds of 1939,Original,"Musical, Revue","Feb 11, 1939","Feb 18, 1939",9
Li'l Abner,Original,"Musical, Comedy","Nov 15, 1956","Jul 12, 1958",693
Libel,Original,"Play, Drama","Dec 20, 1935",May 1936,159
Liberty Hall,Revival,Play,"Mar 11, 1913",Apr 1913,39
Liberty Jones,Original,Musical,"Feb 05, 1941","Feb 22, 1941",22
Lieber Augustin,Original,"Musical, Operetta","Sep 03, 1913","Oct 04, 1913",37
Life,Original,"Play, Drama","Mar 31, 1902",Apr 1902,7
Life,Original,Play,"Oct 24, 1914",Mar 1915,161
Life (x) 3,Original,"Play, Comedy","Mar 31, 2003","Jun 29, 2003",104
Life Begins,Original,"Play, Drama","Mar 28, 1932",Apr 1932,8
Life Begins at 8:40,Original,"Musical, Revue","Aug 27, 1934","Mar 16, 1935",237
Life is Like That,Original,"Play, Comedy","Dec 22, 1930",Jan 1931,32
Life With Father,Original,"Play, Comedy","Nov 08, 1939","Jul 12, 1947",3224
Life With Mother,Original,"Play, Comedy","Oct 20, 1948","Jun 04, 1949",262
Life's Too Short,Original,"Play, Comedy","Sep 20, 1935",Sep 1935,10
Lifeline,Original,Play,"Nov 30, 1942","Dec 05, 1942",8
Lifting the Lid,Original,"Musical, Comedy","Jun 05, 1905","Aug 26, 1905",72
Light Up the Sky,Original,"Play, Comedy","Nov 18, 1948","May 21, 1949",214
"Light, Lively and Yiddish",Original,Musical,"Oct 27, 1970","Jan 09, 1971",87
Lightnin',Original,"Play, Comedy","Aug 26, 1918","Aug 27, 1921",1291
Lightnin',Revival,"Play, Comedy","Sep 15, 1938",Nov 1938,54
Lights Out,Original,"Play, Comedy","Aug 14, 1922",Aug 1922,12
Like a King,Original,"Play, Drama","Oct 03, 1921",Oct 1921,16
Lilac Time,Original,Play,"Feb 06, 1917",Jul 1917,176
Lilies of the Field,Original,"Play, Drama","Oct 04, 1921",Feb 1922,169
Liliom,Original,Play,"Apr 20, 1921","Jan 07, 1922",300
Liliom,Revival,Play,"Oct 26, 1932",Oct 1932,35
Liliom,Revival,Play,"Mar 25, 1940","May 11, 1940",56
Lillian,Original,"Play, Solo","Jan 16, 1986","Feb 23, 1986",45
Lilly Turner,Original,Play,"Sep 19, 1932",Oct 1932,24
Lily of the Valley,Original,Play,"Jan 26, 1942","Jan 31, 1942",8
Lily Sue,Original,"Play, Melodrama","Nov 16, 1926",Dec 1926,47
Lima Beans,Original,Play,"May 07, 1925","May 07, 1925",1
Lincoln,Original,"Play, History","Mar 26, 1906",Apr 1906,21
Lincoln,Revival,"Play, History","Feb 05, 1909",Feb 1909,17
Linda Eder at the Gershwin,Original,"Special, Concert","Dec 26, 2001","Dec 30, 2001",5
Linda Eder: The Holiday Concert,Original,"Special, Concert","Dec 17, 2004","Dec 18, 2004",2
Linger Longer Letty,Original,"Musical, Comedy","Nov 20, 1919","Jan 21, 1920",69
Listen Lester,Original,Musical,"Dec 23, 1918","Aug 16, 1919",272
"Listen, Professor",Original,Play,"Dec 22, 1943","Jan 15, 1944",29
Listening In,Original,"Play, Comedy","Dec 04, 1922",Feb 1923,88
Little A,Original,"Play, Drama","Jan 15, 1947","Feb 01, 1947",21
Little Accident,Original,"Play, Comedy","Oct 09, 1928",Jul 1929,303
Little Black Sheep,Original,Play,"May 07, 1975","Jun 01, 1975",33
Little Boy Blue,Original,"Musical, Operetta","Nov 27, 1911",Apr 1913,184
Little Brown Jug,Original,Play,"Mar 06, 1946","Mar 09, 1946",5
Little Dark Horse,Original,Play,"Nov 16, 1941","Nov 22, 1941",9
Little Darling,Original,Play,"Oct 27, 1942","Nov 14, 1942",23
Little Dolly Dimples,Original,Musical,"May 27, 1907","Jun 01, 1907",9
Little Eyolf,Original,"Play, Drama","May 13, 1907","May 14, 1907",2
Little Eyolf,Original,"Play, Drama","Apr 18, 1910",May 1910,48
Little Eyolf,Revival,"Play, Drama","Feb 02, 1926",Feb 1926,8
Little Faust!,Original,"Musical, Opera","Aug 22, 1870","Oct 01, 1870",48
Little Glass Clock,Original,"Play, Comedy","Mar 26, 1956","Mar 31, 1956",8
Little Italy,Revival,Play,"May 26, 1902",Jun 1902,24
Little Johnny Jones,Original,Musical,"Nov 07, 1904","Dec 24, 1904",52
Little Johnny Jones,Revival,Musical,"May 08, 1905","Aug 26, 1905",128
Little Johnny Jones,Revival,Musical,"Nov 13, 1905","Dec 02, 1905",25
Little Johnny Jones,Revival,Musical,"Apr 22, 1907",May 1907,16
Little Johnny Jones,Revival,Musical,"Mar 21, 1982","Mar 21, 1982",1
Little Lady in Blue,Original,Play,"Dec 21, 1916",Mar 1917,100
Little Lord Fauntleroy,Revival,Play,"Apr 13, 1903",Apr 1903,12
Little Mary,Original,Play,"Jan 05, 1904",Jan 1904,24
Little Me,Original,"Musical, Comedy","Nov 17, 1962","Jun 29, 1963",257
Little Me,Revival,"Musical, Comedy","Jan 21, 1982","Feb 21, 1982",36
Little Me,Revival,"Musical, Comedy","Nov 12, 1998","Feb 07, 1999",99
Little Miss Brown,Original,"Play, Comedy","Aug 29, 1912",Nov 1912,84
Little Miss Charity,Original,"Musical, Comedy","Sep 02, 1920","Nov 06, 1920",77
Little Miss Fix-It,Original,Musical,"Apr 03, 1911",Dec 1911,64
Little Moon of Alban,Original,Play,"Dec 01, 1960","Dec 17, 1960",20
Little Murders,Original,Play,"Apr 25, 1967","Apr 29, 1967",7
Little Nell and the Marchioness,Original,"Musical, Drama","Aug 14, 1867","Sep 12, 1867",26
Little Nell and the Marchioness,Original,Play,"Sep 07, 1868","Sep 12, 1868",7
Little Nell and the Marchioness,Revival,Play,"Oct 10, 1870","Oct 20, 1870",11
Little Nell and the Marchioness,Revival,Musical,"Aug 14, 1871","Sep 09, 1871",28
Little Nell and the Marchioness,Original,Play,"Mar 26, 1900",Apr 1900,16
Little Nellie Kelly,Original,"Musical, Comedy","Nov 13, 1922","Jul 07, 1923",276
Little Nemo,Original,"Musical, Comedy","Oct 20, 1908","Jan 23, 1909",111
Little Ol' Boy,Original,"Play, Drama","Apr 24, 1933",May 1933,12
Little Old New York,Original,"Play, Comedy","Sep 08, 1920",Jun 1921,308
Little Orchid Annie,Original,"Play, Comedy","Apr 21, 1930",May 1930,16
Little Red Riding Hood,Original,"Musical, Extravaganza","Jan 08, 1900","Jan 20, 1900",24
Little Shot,Original,"Play, Comedy","Jan 17, 1935","Jan 19, 1935",4
Little Simplicity,Original,Musical,"Nov 04, 1918","Feb 08, 1919",112
Little Women,Original,"Play, Drama","Oct 14, 1912",Mar 1913,184
Little Women,Revival,Play,"Dec 18, 1916",Jan 1917,24
Little Women,Revival,"Play, Drama","Dec 07, 1931",Dec 1931,17
Little Women,Revival,"Play, Drama","Dec 12, 1944","Dec 30, 1944",23
Little Women,Revival,"Play, Drama","Dec 23, 1945","Jan 05, 1946",16
Little Women,Original,Musical,"Jan 23, 2005","May 22, 2005",137
Live and Learn,Original,"Play, Drama","Apr 09, 1930",Apr 1930,5
Live Life Again,Original,Play,"Sep 29, 1945","Oct 01, 1945",2
Livin' The Life,Original,Musical,"Apr 27, 1957","May 19, 1957",25
Living Dangerously,Original,"Play, Drama","Jan 12, 1935","Jan 19, 1935",9
Living on Love,Original,"Play, Comedy","Apr 20, 2015","May 03, 2015",16
Liz the Mother,Original,Play,"Jan 03, 1910","Jan 03, 1910",1
Liza,Original,"Musical, Comedy","Nov 27, 1922","Apr 21, 1923",172
Liza,Original,Special,"Jan 06, 1974","Jan 26, 1974",23
Lo and Behold!,Original,"Play, Comedy","Dec 12, 1951","Jan 12, 1952",38
Lobby Hero,Original,"Play, Drama","Mar 26, 2018","May 13, 2018",56
Loco,Original,"Play, Comedy","Oct 16, 1946","Nov 16, 1946",37
Loggerheads,Original,"Play, Comedy","Feb 09, 1925",Apr 1925,72
Lola from Berlin,Original,"Musical, Comedy","Sep 16, 1907","Nov 02, 1907",43
Lolita,Original,"Play, Drama","Mar 19, 1981","Mar 28, 1981",12
Lollipop,Original,"Musical, Comedy","Jan 21, 1924","May 31, 1924",152
Lolly,Original,"Play, Comedy","Oct 16, 1929",Nov 1929,29
Lombardi,Original,Play,"Oct 21, 2010","May 22, 2011",244
"Lombardi, Ltd.",Original,Play,"Sep 24, 1917",Jun 1918,296
"Lombardi, Ltd.",Revival,"Play, Comedy","Jun 06, 1927",Jun 1927,24
London Assurance,Revival,"Play, Comedy","Apr 03, 1905",May 1905,32
London Assurance,Revival,"Play, Comedy","Feb 18, 1937",Feb 1937,5
London Assurance,Revival,"Play, Comedy","Dec 05, 1974","Jan 12, 1975",45
London Assurance,Revival,"Play, Comedy","Apr 30, 1997","Jun 29, 1997",72
London Calling,Original,"Play, Comedy","Oct 18, 1930",Oct 1930,13
London Follies,Original,"Musical, Burlesque","Apr 17, 1911","Apr 21, 1911",11
Lone Valley,Original,Play,"Mar 10, 1933","Mar 11, 1933",3
Lonely Lives,Original,Play,"Apr 10, 1910","Apr 10, 1910",1
Lonesome Like,Original,Play,"Apr 27, 1914","Apr 27, 1914",1
Lonesome Town,Original,"Musical, Comedy","Jan 20, 1908","Apr 04, 1908",88
Long Day's Journey Into Night,Original,"Play, Drama","Nov 07, 1956","Mar 29, 1958",390
Long Day's Journey Into Night,Revival,"Play, Drama","May 15, 1962","May 19, 1962",2
Long Day's Journey Into Night,Revival,"Play, Drama","Apr 28, 1986","Jun 29, 1986",54
Long Day's Journey Into Night,Revival,"Play, Drama","Jun 14, 1988","Jul 23, 1988",28
Long Day's Journey Into Night,Revival,"Play, Drama","May 06, 2003","Aug 31, 2003",117
Long Day's Journey Into Night,Revival,"Play, Drama","Apr 27, 2016","Jun 26, 2016",61
Look After Lulu,Original,"Play, Comedy","Mar 03, 1959","Apr 04, 1959",39
Look at the Heffernans,Original,Play,"Nov 16, 1934","Nov 16, 1934",1
Look Away,Original,Play,"Jan 07, 1973","Jan 07, 1973",1
Look Back in Anger,Original,"Play, Drama","Oct 01, 1957","Sep 20, 1958",407
"Look Homeward, Angel",Original,"Play, Drama","Nov 28, 1957","Apr 04, 1959",564
Look to the Lilies,Original,Musical,"Mar 29, 1970","Apr 19, 1970",25
Look Who's Here,Original,"Musical, Farce","Mar 02, 1920","May 22, 1920",87
"Look, Ma, I'm Dancin'!",Original,Musical,"Jan 29, 1948","Jul 10, 1948",188
"Look, We've Come Through",Original,Play,"Oct 25, 1961","Oct 28, 1961",5
Looney Park,Original,"Musical, Burlesque","Sep 24, 1903","May 28, 1904",165
Looped,Original,"Play, Comedy","Mar 14, 2010","Apr 11, 2010",33
Loose Ends,Original,"Play, Drama","Nov 01, 1926",Dec 1926,40
Loose Ends,Original,Play,"Jun 06, 1979","Jan 27, 1980",284
Loose Moments,Original,"Play, Comedy","Feb 04, 1935",Feb 1935,8
Loot,Original,"Play, Comedy","Mar 18, 1968","Apr 06, 1968",22
Loot,Revival,"Play, Comedy","Apr 07, 1986","Jun 28, 1986",96
Lord and Lady Algy,Original,"Play, Comedy","Feb 14, 1899",May 1899,111
Lord and Lady Algy,Revival,"Play, Comedy","Oct 16, 1899",Oct 1899,16
Lord and Lady Algy,Revival,"Play, Comedy","Dec 14, 1903",Dec 1903,16
Lord and Lady Algy,Revival,"Play, Comedy","Dec 22, 1917",Jan 1918,41
Lord of the Dance: Dangerous Games,Original,"Special, Dance","Nov 10, 2015","Jan 03, 2016",67
Lord Pengo,Original,"Play, Comedy","Nov 19, 1962","Apr 20, 1963",175
Lorelei,Original,"Play, Drama","Nov 29, 1938",Dec 1938,7
Lorelei,Original,"Musical, Comedy","Jan 27, 1974","Nov 03, 1974",320
Lorenzaccio,Original,"Play, Drama","Oct 14, 1958","Oct 25, 1958",7
Lorenzo,Original,Play,"Feb 14, 1963","Feb 16, 1963",4
Los Angeles,Original,"Play, Comedy","Dec 19, 1927",Jan 1928,16
Losers,Original,Play,"Jul 25, 1968","Nov 30, 1968",148
Losing Eloise,Original,Play,"Nov 17, 1917",Jan 1918,72
Losing Louie,Original,"Play, Comedy","Oct 12, 2006","Nov 26, 2006",53
Lost,Original,"Play, Drama","Mar 28, 1927",Apr 1927,8
Lost Boy,Original,"Play, Drama","Jan 05, 1932",Jan 1932,15
Lost Horizons,Original,"Play, Fantasy","Oct 15, 1934","Dec 01, 1934",56
Lost in the Stars,Original,"Musical, Tragedy","Oct 30, 1949","Jul 01, 1950",281
Lost in the Stars,Revival,"Musical, Tragedy","Apr 18, 1972","May 21, 1972",39
Lost in Yonkers,Original,"Play, Comedy","Feb 21, 1991","Jan 03, 1993",780
Lost River,Original,"Play, Melodrama","Oct 03, 1900",Dec 1900,95
Lost Sheep,Original,"Play, Comedy","May 05, 1930",Jul 1930,96
Lou Rawls on Broadway,Original,"Special, Concert","Nov 23, 1977","Dec 04, 1977",15
Loud Speaker,Original,"Play, Farce","Mar 07, 1927",Apr 1927,42
"Louder, Please",Original,"Play, Comedy","Nov 12, 1931",Jan 1932,68
Louie and the Elephant,Original,"Play, Comedy","Apr 22, 1981","Apr 22, 1981",1
Louie the 14th,Original,"Musical, Comedy","Mar 03, 1925","Dec 05, 1925",319
Louisiana,Original,Play,"Feb 27, 1933",Mar 1933,8
Louisiana Lady,Original,"Musical, Comedy","Jun 02, 1947","Jun 04, 1947",4
Louisiana Purchase,Original,"Musical, Comedy","May 28, 1940","Jun 14, 1941",444
Love 'em and Leave 'em,Original,"Play, Comedy","Feb 03, 1926",Jun 1926,152
Love Among the Lions,Original,Play,"Aug 08, 1910",Sep 1910,48
Love and Babies,Original,"Play, Comedy","Aug 22, 1933",Aug 1933,7
Love and Kisses,Original,"Play, Comedy","Dec 18, 1963","Dec 28, 1963",13
Love and Let Love,Original,"Play, Comedy","Oct 19, 1951","Dec 01, 1951",51
Love and Libel,Original,Play,"Dec 07, 1960","Dec 10, 1960",5
Love and the Man,Original,"Play, Melodrama","Feb 20, 1905",Mar 1905,22
Love Birds,Original,"Musical, Comedy","Mar 15, 1921","Jun 11, 1921",103
Love for Love,Revival,"Play, Comedy","Mar 31, 1925",May 1925,47
Love for Love,Revival,"Play, Comedy","Sep 14, 1925",Sep 1925,16
Love for Love,Revival,"Play, Comedy","Jun 03, 1940","Jun 08, 1940",8
Love for Love,Revival,"Play, Comedy","May 26, 1947","Jul 05, 1947",48
Love for Love,Revival,Play,"Nov 11, 1974","Nov 30, 1974",24
Love Goes to Press,Original,"Play, Comedy","Jan 01, 1947","Jan 04, 1947",5
Love in a Mist,Original,"Play, Comedy","Apr 12, 1926","Jul 17, 1926",118
Love in E Flat,Original,"Play, Comedy","Feb 13, 1967","Mar 04, 1967",24
Love in My Fashion,Original,"Play, Comedy","Dec 03, 1937",Dec 1937,2
Love in the Balkans,Original,"Play, Solo","Dec 01, 1936",Dec 1936,8
Love in the Balkans,Original,"Play, Solo","Jan 01, 1937",Jan 1937,8
Love Is a Time of Day,Original,"Play, Comedy","Dec 22, 1969","Dec 27, 1969",8
Love Kills,Original,"Play, Drama","May 01, 1934",May 1934,15
Love Laughs,Original,Play,"May 20, 1919",Jun 1919,31
Love Letters,Original,Play,"Oct 31, 1989","Jan 21, 1990",96
Love Letters,Revival,Play,"Sep 18, 2014","Dec 14, 2014",95
Love Life,Original,"Musical, Comedy","Oct 07, 1948","May 14, 1949",252
Love Me Little,Original,"Play, Comedy","Apr 14, 1958","Apr 19, 1958",9
Love Me Long,Original,"Play, Comedy","Nov 07, 1949","Nov 19, 1949",16
Love o' Mike,Original,"Musical, Comedy","Jan 15, 1917","Sep 29, 1917",233
Love of Women,Original,"Play, Drama","Dec 13, 1937",Dec 1937,8
Love on Leave,Original,"Play, Comedy","Jun 20, 1944","Jun 24, 1944",7
